ID,Definition,Lemmas,Part Of Speech,Relations,Accept,Reject,Update Definition,Notes
pl-462020,"##D: a sugar-rich sticky liquid, secreted by aphids and some scale insects as they feed on plant sap. [##W: Honeydew is collected by certain species of birds, wasps, stingless bees and honey bees, which process it into a dark, strong honey (honeydew honey).] {##L: https://en.wikipedia.org/wiki/Honeydew_%28secretion%29}",honeydew,n,hyponym=wn31-05412071-n;mero_substance=pl-412090,TRUE,FALSE,,
pl-459579,"##D: Drum memory was a magnetic data storage device invented by Gustav Tauschek in 1932 in Austria. [##W: A drum memory contained a large metal cylinder, coated on the outside surface with a ferromagnetic recording material.] {##L: https://en.wikipedia.org/wiki/Drum_memory}",drum memory,n,hyponym=wn31-03750331-n;holo_part=pl-459580,TRUE,FALSE,,
pl-459164,"##D: a part of a book, most often found with hardcover bindings, that consists of a small cord or strip of material affixed near the spine to provide structural reinforcement and sometimes decorative effect. [##W: When endbands are used for decorative purposes only they may be glued in place rather than sewn, though at a loss of reinforcing strength.] {##L: https://en.wikipedia.org/wiki/Endband}",endband,n,hyponym=wn31-04346369-n;mero_part=wn31-02873453-n;hypernym=pl-459165;hypernym=pl-459167,TRUE,FALSE,,
pl-417440,"##D: a term encompassing a number of religious institutes of the Catholic Church, such as the Order of St. Ursula or the Ursulines of the Roman Union. {##L: http://en.wikipedia.org/wiki/Ursulines}",Ursulines,n,hyponym=wn31-08164801-n;hypernym=pl-418404;hypernym=pl-421962;hypernym=pl-417723,TRUE,FALSE,,
pl-463440,##D:  a compound that contains a SeO32− anion.,selenite,n,hypernym=pl-420837;holo_substance=wn31-14678354-n;hypernym=pl-422163;hyponym=wn31-15035270-n;hyponym=wn31-15056943-n;mero_substance=wn31-14672278-n,TRUE,FALSE,,
pl-449200,##D: One of the speakers on stage pointing towards the performers to help them hear themselves.,monitor speaker;stage monitor,n,hyponym=wn31-03696785-n;hypernym=pl-449202;hypernym=pl-449206,TRUE,FALSE,,
pl-439490,"##D: the currency of eight independent states in West Africa: Benin, Burkina Faso, Guinea-Bissau, Ivory Coast, Mali, Niger, Sénégal and Togo. [##W: The Central African CFA franc is of equal value to the West African CFA franc, and is in circulation in several central African states.] {##L: http://en.wikipedia.org/wiki/West_African_CFA_franc}",West African CFA franc,n,hypernym=wn31-13700585-n;hypernym=wn31-13700805-n;hypernym=wn31-13701036-n;hypernym=wn31-13700478-n;hypernym=wn31-13700103-n;hyponym=pl-437222;hypernym=wn31-13699124-n;hypernym=wn31-13701143-n;hypernym=pl-439496,TRUE,FALSE,,
pl-406008,"##D: an anti-inflammatory agent that is produced from willow bark.
[##W: Salicin is an alcoholic β-glucoside.] {##L: https://en.wikipedia.org/wiki/Salicin}",salicin,n,hyponym=pl-465667,TRUE,FALSE,,
pl-444179,"##D: a close combat weapon in which the main fighting part of the weapon is fitted to the end of a long shaft, typically of wood, thereby extending the user's effective range. [##P: Because they contain relatively little metal, polearms are cheap to make, which has made them the favored weapon of peasant levies.] {##L: http://en.wikipedia.org/wiki/Pole_weapon}",polearm;pole weapon,n,hypernym=pl-444183;hypernym=pl-426674;hypernym=wn31-03941726-n;hypernym=wn31-03687706-n;hypernym=wn31-03983624-n;hypernym=pl-444187;hypernym=pl-446509;hyponym=wn31-04572661-n,TRUE,FALSE,,
pl-460746,"##D: a word (as anthropology, kilocycle, builder) consisting of any of various combinations of words, combining forms, or affixes. [##P: Also common in English is another type of verb–noun (or noun–verb) compound, in which an argument of the verb is incorporated into the verb, which is then usually turned into a gerund, such as breastfeeding, finger-pointing, etc.]",compound word;compound,n,hyponym=wn31-06300831-n;hypernym=pl-462683;hypernym=pl-462684,TRUE,FALSE,,
pl-463468,"##D: a heat exchanger which converts steam from its gaseous to its liquid state at a pressure below atmospheric pressure. [##W: In thermal power plants, the purpose of a surface condenser is to condense the exhaust steam from a steam turbine to obtain maximum efficiency, and also to convert the turbine exhaust steam into pure water (referred to as steam condensate) so that it may be reused in the steam generator or boiler as boiler feed water.] {##L: https://en.wikipedia.org/wiki/Surface_condenser}",surface condenser,n,hyponym=wn31-03092065-n;hyponym=wn31-03513629-n;holo_part=pl-463467,TRUE,FALSE,,
pl-413265,"##D: a meter of poetry consisting of three iambic units per line. [##P: In the dramatic forms of tragedy and comedy, iambic trimeter was used mainly for the verses ""spoken"" by a character, that is, the dialogue rather than the choral passages.] {##L: http://en.wikipedia.org/wiki/Iambic_trimeter}",iambic trimeter,n,hypernym=pl-416564;hyponym=wn31-07109509-n;hypernym=pl-413267;hypernym=pl-413268,TRUE,FALSE,,
pl-460264,"##D: an electromechanical machine designed to assist in summarizing information and, later, accounting.  [##W: In its basic form, a tabulating machine would read one card at a time, print portions (fields) of the card on fan-fold paper, possibly rearranged, and add one or more numbers punched on the card to one or more counters, called accumulators.] {##L: https://en.wikipedia.org/wiki/Tabulating_machine}",tabulating machine;tabulator,n,hyponym=wn31-03705309-n;hypernym=pl-461732,TRUE,FALSE,,
pl-461035,"##D: a set of electrical and electronic elements used to handle two-way communication (street to home) in houses, apartments or villas. [##P: The door phone is connected to a secure communication system used to control the opening of the door giving access to any kind of buildings, offices, or apartment blocks.] {##L: https://en.wikipedia.org/wiki/Door_phone}",door bell phone;door phone,n,hyponym=wn31-03583224-n;hypernym=pl-448672;hypernym=pl-461037,TRUE,FALSE,,
pl-463112,"##D: a white or yellowish crystalline heterocyclic compound extracted from coal tar and used in perfumery, medicine, and as a flavouring agent. [##W:  Indole is widely distributed in the natural environment and can be produced by a variety of bacteria. ] {##L: https://en.wikipedia.org/wiki/Indole}",indole,n,mero_part=pl-466338;hyponym=wn31-15049964-n;mero_part=wn31-15105984-n;mero_part=pl-406791;mero_part=wn31-14832443-n;mero_part=wn31-04085348-n;mero_part=wn31-04023413-n;mero_part=wn31-03948520-n;mero_part=wn31-14916806-n;mero_part=wn31-05418681-n;mero_part=pl-421062;mero_part=pl-406062,TRUE,FALSE,,
pl-440469,"##D: the name of an epoch or era within a four age cycle in Hindu philosophy. [##W:  Like Summer, Spring, Winter and Autumn, each yuga involves stages or gradual changes which the earth and the consciousness of mankind goes through as a whole.] {##L: http://en.wikipedia.org/wiki/Yuga}",yuga,n,mero_part=pl-440709;hyponym=wn31-15179734-n,TRUE,FALSE,,
pl-435347,"##D: sports equipment used during rock or any other type of climbing. [##W: A haul bag refers to a large, tough, and often unwieldy bag into which supplies and climbing equipment may be thrown.] {##L: http://en.wikipedia.org/wiki/Rock-climbing_equipment}",rock-climbing equipment;climbing equipment,n,hyponym=wn31-04292284-n;hypernym=pl-435345;hypernym=wn31-03561859-n;hypernym=pl-435353;hypernym=wn31-02964126-n;hypernym=wn31-03957344-n;hypernym=pl-435365;hypernym=pl-435367;hypernym=pl-435375;hypernym=pl-435380;hypernym=wn31-09241401-n;hypernym=pl-435410;hypernym=pl-435417;hypernym=pl-465390;hypernym=pl-465391;hypernym=pl-450416,TRUE,FALSE,,
pl-445463,"##D: school of anthropology concerned with long-term culture change and with the similar patterns of development that may be seen in unrelated, widely separated cultures. [##P: Neo-evolutionism was the first in a series of modern multi-lineal evolution theories.]",neoevolutionism;neo-evolutionism,n,hypernym=pl-445465;hypernym=pl-445466;hyponym=wn31-08292106-n;hyponym=wn31-06118834-n,TRUE,FALSE,,
pl-459778,"##D: A software engine refers to a central part of a computer program.  [##W: Examples of software engines include relational database engines, workflow engines, inference engines and search engines.] {##L: https://en.wikipedia.org/wiki/Software_engine}",software engine,n,hypernym=pl-446393;mero_part=wn31-06581154-n;hypernym=pl-446402;hypernym=pl-459780,FALSE,TRUE,,find better hypernym
pl-462513,"##D: Either of two letters in Cyrillic alphabets, which originally represented phonemically the ultra-short vowels in Slavic languages. [##P: For determining whether a yer is strong or weak, it is necessary to break the continuous flow of speech into individual words, or prosodic units (phrases which have only a single stressed syllable, and typically include a preposition or other clitic words).]",yer,n,hyponym=wn31-07129117-n;hypernym=pl-462514;hypernym=pl-462515;hypernym=pl-462518;hypernym=pl-462519,TRUE,FALSE,,
pl-447987,"##D: a sign erected at the side of or above roads to give instructions or provide information to road users. [##W: The earliest road signs were milestones, giving distance or direction; for example, the Romans erected stone columns throughout their empire giving the distance to Rome.] {##L: http://en.wikipedia.org/wiki/Traffic_sign}",traffic sign;road sign,n,hyponym=wn31-06806967-n;hypernym=pl-447990;hypernym=pl-447994;hypernym=pl-447996;hypernym=pl-447998;hypernym=pl-448001,FALSE,TRUE,,
pl-442557,"##D: The Western concert flute (also called transverse flute, C flute or Boehm flute) is a side-blown woodwind instrument made of metal or wood. [##W: The dimensions and key system of the modern western concert flute and its close relatives are almost completely the work of the great flautist, composer, acoustician and silversmith, Theobald Boehm, who patented his system in 1847.] {##L: http://en.wikipedia.org/wiki/Western_concert_flute#In_jazz_and_rock}",C flute;Boehm flute;transverse flute;Western concert flute,n,holo_part=pl-442606;hyponym=wn31-03376875-n,TRUE,FALSE,,
pl-426111,"##D: An ion-exchange resin or ion-exchange polymer is an insoluble matrix (or support structure) normally in the form of small (0.5-1 mm diameter) beads, usually white or yellowish, fabricated from an organic polymer substrate.  [##W: Sodium polystyrene sulfonate is a strongly acidic ion-exchange resin and is used to treat hyperkalemia.] {##L: http://en.wikipedia.org/wiki/Ion-exchange_resin}",ion-exchange polymer;ion-exchange resin,n,hypernym=pl-426113;hyponym=wn31-15071467-n;hypernym=pl-426114;hypernym=pl-426119,TRUE,FALSE,,
pl-464847,"##D: a hydrocarbon with a double or  triple covalent bond between adjacent carbon atoms. [##W: Except for aromatic compounds, unsaturated hydrocarbons are highly reactive and undergo addition reactions to their multiple bonds.] {##L: https://en.wikipedia.org/wiki/Unsaturated_hydrocarbon}",unsaturated hydrocarbon,n,hypernym=wn31-14737281-n;hypernym=wn31-14624920-n;hyponym=wn31-14935208-n;hypernym=pl-432737,FALSE,TRUE,,change hypernym of hyponym
pl-461266,"##D: a tower with pivoting shutters, also known as blades or paddles, used for conveying information by means of visual signals, read when the shutter is in a fixed position.",semaphore telegraph;Chappe telegraph,n,hyponym=wn31-04407634-n;mero_part=pl-461264,TRUE,FALSE,,
