Tags,Key,Link,Lemmas,Old Definition,New Definition,Reason for Change,Accept,Defer,Reject
[DIFF] [DUP],ewn-06996907-n,https://en-word.net/id/ewn-06996907-n,"Matakam, Mafa",a Chadic language spoken south of Lake Chad,"a Chadic language spoken south of Lake Chad, especially in the Far North Region, Mayo-Tsanaga division, from Mokolo town north",Not unique (Shared among 06983895-n 06983997-n 06984247-n 06984351-n 06984446-n 06984556-n 06984650-n 06984746-n 06984858-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06997011-n,https://en-word.net/id/ewn-06997011-n,Sukur,a Chadic language spoken south of Lake Chad,"a Chadic language spoken south of Lake Chad, especially in the North tip Adamawa State, Michika LGA, Mandara mountains",Not unique (Shared among 06983895-n 06983997-n 06984247-n 06984351-n 06984446-n 06984556-n 06984650-n 06984746-n 06984858-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06997106-n,https://en-word.net/id/ewn-06997106-n,"Daba, Kola, Musgoi",a Chadic language spoken south of Lake Chad,"a Chadic language spoken south of Lake Chad, especially in the North Region, Mayo-Louti division, Mayo-Oulo and Guider subdivisions northwest of Guider, Far North Region, Mayo-Tsanaga division, Hina and Bourrah subdivisions",Not unique (Shared among 06983895-n 06983997-n 06984247-n 06984351-n 06984446-n 06984556-n 06984650-n 06984746-n 06984858-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06997216-n,https://en-word.net/id/ewn-06997216-n,Bata,a Chadic language spoken south of Lake Chad,"a Chadic language spoken south of Lake Chad, especially in the Adamawa State, Yola North, Gombi, Song and Fufore LGAs",Not unique (Shared among 06983895-n 06983997-n 06984247-n 06984351-n 06984446-n 06984556-n 06984650-n 06984746-n 06984858-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06997310-n,https://en-word.net/id/ewn-06997310-n,Kotoko,a Chadic language spoken south of Lake Chad,"a Chadic language spoken south of Lake Chad, usually spoken along the lower Chari and Logone rivers",Not unique (Shared among 06983895-n 06983997-n 06984247-n 06984351-n 06984446-n 06984556-n 06984650-n 06984746-n 06984858-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06997406-n,https://en-word.net/id/ewn-06997406-n,"Musgu, Munjuk, Mulwi",a Chadic language spoken south of Lake Chad,"a Chadic language spoken south of Lake Chad, especially in the Far North Region, Mayo-Danay division, Maga subdivision",Not unique (Shared among 06983895-n 06983997-n 06984247-n 06984351-n 06984446-n 06984556-n 06984650-n 06984746-n 06984858-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06997518-n,https://en-word.net/id/ewn-06997518-n,Gidar,a Chadic language spoken south of Lake Chad,"a Chadic language spoken south of Lake Chad, especially in the North Region, Mayo-Louti division, Guider and Figuil subdivisions; Far North Region, a small section of Diamare division",Not unique (Shared among 06983895-n 06983997-n 06984247-n 06984351-n 06984446-n 06984556-n 06984650-n 06984746-n 06984858-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06997970-n,https://en-word.net/id/ewn-06997970-n,"Somrai, Sibine",a Chadic language spoken in Chad,"a Chadic language spoken in Chad, in the Tandjile Region, Tandjile Est department, Lai subprefecture, northeast of Lai, Domogou",Not unique (Shared among 06985310-n 06985404-n 06985490-n 06985722-n 06985807-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06998064-n,https://en-word.net/id/ewn-06998064-n,Nancere,a Chadic language spoken in Chad,"a Chadic language spoken in Chad, in Tandjile Region, Tandjile Ouest department, Béré, Delban, and Kélo subprefectures",Not unique (Shared among 06985310-n 06985404-n 06985490-n 06985722-n 06985807-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06998150-n,https://en-word.net/id/ewn-06998150-n,Kera,a Chadic language spoken in Chad,"a Chadic language spoken in Chad, in Mayo-Kebbi Est Region, Mont d’Illi department, south of Fianga, near Lake Tikem",Not unique (Shared among 06985310-n 06985404-n 06985490-n 06985722-n 06985807-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06998382-n,https://en-word.net/id/ewn-06998382-n,Mokulu,a Chadic language spoken in Chad,"a Chadic language spoken in Chad, in Guera Region, Guera department, Bitkine subprefecture, below Guera massif, Moukoulou, Séguine, Doli, Morgué, Djarkatché (Mezimi), and Gougué villages",Not unique (Shared among 06985310-n 06985404-n 06985490-n 06985722-n 06985807-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-06998467-n,https://en-word.net/id/ewn-06998467-n,Sokoro,a Chadic language spoken in Chad,"a Chadic language spoken in Chad in the Guera Region, Bahr Signaka department, Melfi subprefecture, Gogmi to Badanga, southeast Hadjer-Lamis Region",Not unique (Shared among 06985310-n 06985404-n 06985490-n 06985722-n 06985807-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07006233-n,https://en-word.net/id/ewn-07006233-n,Kinyarwanda,a Bantu language,"a Bantu language, it is the official language of Rwanda and a dialect of the Rwanda-Rundi language spoken by 12 million people in Burundi and adjacent parts of southern Uganda",Not unique (Shared among 06993573-n 06993647-n 06994089-n 06994157-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07006307-n,https://en-word.net/id/ewn-07006307-n,Kiswahili,a Bantu language,"a Bantu language, spoken in Tanzania, Kenya, Uganda, Rwanda, Burundi, Mozambique and the Democratic Republic of Congo",Not unique (Shared among 06993573-n 06993647-n 06994089-n 06994157-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07006749-n,https://en-word.net/id/ewn-07006749-n,Luyia,a Bantu language,"a Bantu language, spoken in western Kenya",Not unique (Shared among 06993573-n 06993647-n 06994089-n 06994157-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07006817-n,https://en-word.net/id/ewn-07006817-n,Mashi,a Bantu language,"a Bantu language, spoken in Zambia and Angola",Not unique (Shared among 06993573-n 06993647-n 06994089-n 06994157-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07007268-n,https://en-word.net/id/ewn-07007268-n,Swazi,a Bantu language closely related to Zulu,"a Bantu language closely related to Zulu, with about three million speakers",Not unique (Shared among 06994608-n 06994700-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07007360-n,https://en-word.net/id/ewn-07007360-n,Xhosa,a Bantu language closely related to Zulu,"a Bantu language closely related to Zulu, it is the second most common home language in South Africa",Not unique (Shared among 06994608-n 06994700-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07010982-n,https://en-word.net/id/ewn-07010982-n,Dinka,a Nilotic language,"a Nilotic language, spoken in South Sudan",Not unique (Shared among 06998322-n 06998392-n 06998460-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07011052-n,https://en-word.net/id/ewn-07011052-n,Luo,a Nilotic language,"a Nilotic language spoken in the Adamawa Region, Mayo-Banyo division, Bankim subdivision, a section of Atta",Not unique (Shared among 06998322-n 06998392-n 06998460-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07011120-n,https://en-word.net/id/ewn-07011120-n,Masai,a Nilotic language,"a Nilotic language spoken in the Rift Valley Province, Kajiado and Narok districts",Not unique (Shared among 06998322-n 06998392-n 06998460-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07218668-n,https://en-word.net/id/ewn-07218668-n,yea,an affirmative,yes,Not unique (Shared among 07203900-n 07204008-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07219870-n,https://en-word.net/id/ewn-07219870-n,nay,a negative,used to express negation,Not unique (Shared among 07205104-n 07205210-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07384070-n,https://en-word.net/id/ewn-07384070-n,augmentation,the amount by which something increases,the amount by which something becomes greater,Not unique (Shared among 05108947-n 07369470-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07384870-n,https://en-word.net/id/ewn-07384870-n,fall,a movement downward,a movement to a lower level,Not unique (Shared among 07363346-n 07370270-n) so OMW team changed it,FALSE,FALSE,TRUE
[DIFF] [DUP],ewn-07532656-n,https://en-word.net/id/ewn-07532656-n,"infuriation, enragement",a feeling of intense anger,a feeling of intense anger and impatience,Not unique (Shared among 07516997-n 07517417-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07758489-n,https://en-word.net/id/ewn-07758489-n,Newtown_Wonder,apple used primarily in cooking,apple used primarily in cooking; bright scarlet with stripes of crimson red,Not unique (Shared among 07742415-n 07742513-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-07862914-n,https://en-word.net/id/ewn-07862914-n,low-fat_milk,milk from which some of the cream has been removed,milk which has had its fat content reduced,Not unique (Shared among 07846688-n 07846938-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08125416-n,https://en-word.net/id/ewn-08125416-n,form_family,an artificial taxonomic category for organisms of which the true relationships are obscure,an artificial taxonomic category for organisms of which the true relationships are obscure; ranked between order and genus,Not unique (Shared among 08108450-n 08110197-n 08221747-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08127163-n,https://en-word.net/id/ewn-08127163-n,form_genus,an artificial taxonomic category for organisms of which the true relationships are obscure,an artificial taxonomic category for organisms of which the true relationships are obscure; forms the first half of a species' unique Latinate name,Not unique (Shared among 08108450-n 08110197-n 08221747-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08165301-n,https://en-word.net/id/ewn-08165301-n,Augustinian_Canons,an Augustinian monastic order,an order of priests living in community under the Rule of St. Augustine and sharing their property in common,Not unique (Shared among 08148294-n 08148512-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08230738-n,https://en-word.net/id/ewn-08230738-n,regiment,army unit smaller than a division,"army unit smaller than a division, which can be divided into several companies, squadrons, or batteries and often into two battalions.",Not unique (Shared among 08213817-n 08213978-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08230899-n,https://en-word.net/id/ewn-08230899-n,brigade,army unit smaller than a division,"army unit smaller than a division, typically consisting of a small number of battalions",Not unique (Shared among 08213817-n 08213978-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08238668-n,https://en-word.net/id/ewn-08238668-n,form_division,an artificial taxonomic category for organisms of which the true relationships are obscure,an artificial taxonomic category for botanic organisms of which the true relationships are obscure; replaced in 1993 by Phylum,Not unique (Shared among 08108450-n 08110197-n 08221747-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08242255-n,https://en-word.net/id/ewn-08242255-n,hood,a neighborhood,a neighborhood or community,Not unique (Shared among 08225334-n 08641944-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08659519-n,https://en-word.net/id/ewn-08659519-n,hood,a neighborhood,"a neighborhood or locality, a residential area",Not unique (Shared among 08225334-n 08641944-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08727946-n,https://en-word.net/id/ewn-08727946-n,Barbuda,an island in Antigua and Barbuda,"an island in Antigua and Barbuda, with largest city Codrington",Not unique (Shared among 08710113-n 08710219-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08728052-n,https://en-word.net/id/ewn-08728052-n,Redonda,an island in Antigua and Barbuda,an uninhabited island in Antigua and Barbuda,Not unique (Shared among 08710113-n 08710219-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08760288-n,https://en-word.net/id/ewn-08760288-n,Chihuahua,a state in northern Mexico; mostly high plateau,the largest state in Mexico; mostly high plateau,Not unique (Shared among 08742455-n 08743003-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08760836-n,https://en-word.net/id/ewn-08760836-n,Coahuila,a state in northern Mexico; mostly high plateau,the third-largest state in  Mexico; mostly high plateau,Not unique (Shared among 08742455-n 08743003-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08761524-n,https://en-word.net/id/ewn-08761524-n,Leon,a city in central Mexico,"a city in central Mexico, in the state Guanajuato",Not unique (Shared among 08743691-n 08745407-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08763240-n,https://en-word.net/id/ewn-08763240-n,San_Luis_Potosi,a city in central Mexico,"a city in central Mexico, in the state San Luis Potosi",Not unique (Shared among 08743691-n 08745407-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08766627-n,https://en-word.net/id/ewn-08766627-n,Aruba,a popular island resort in the Netherlands Antilles,"a popular island resort in the Netherlands Antilles, with capital Oranjestad",Not unique (Shared among 08748794-n 08748917-n 08749042-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08766750-n,https://en-word.net/id/ewn-08766750-n,Bonaire,a popular island resort in the Netherlands Antilles,"a popular island resort in the Netherlands Antilles, with capital Kralendijk",Not unique (Shared among 08748794-n 08748917-n 08749042-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08766875-n,https://en-word.net/id/ewn-08766875-n,Curacao,a popular island resort in the Netherlands Antilles,"a popular island resort in the Netherlands Antilles, with capital Willemstad",Not unique (Shared among 08748794-n 08748917-n 08749042-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08796788-n,https://en-word.net/id/ewn-08796788-n,Viti_Levu,a volcanic island in the Fijis,"a volcanic island in the Fijis, the largest island in Fiji",Not unique (Shared among 08778936-n 08779042-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08796894-n,https://en-word.net/id/ewn-08796894-n,Vanua_Levu,a volcanic island in the Fijis,"a volcanic island in the Fijis, the second-largest island in Fiji",Not unique (Shared among 08778936-n 08779042-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08827236-n,https://en-word.net/id/ewn-08827236-n,"Marche, Marches",a region in central Italy,"a region in central Italy, with capital Ancona",Not unique (Shared among 08809384-n 08811982-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08829834-n,https://en-word.net/id/ewn-08829834-n,"Tuscany, Toscana",a region in central Italy,a region in central Italy with capital Florence,Not unique (Shared among 08809384-n 08811982-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08901380-n,https://en-word.net/id/ewn-08901380-n,Avon,a county in southwestern England,"a county in southwestern England, named after the river Avon",Not unique (Shared among 08881153-n 08881944-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08901483-n,https://en-word.net/id/ewn-08901483-n,Berkshire,a county in southern England,"a county in southern England, located to the west of London",Not unique (Shared among 08881256-n 08882807-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08902171-n,https://en-word.net/id/ewn-08902171-n,"Devon, Devonshire",a county in southwestern England,"a county in southwestern England, named for the Dumnonii, a Celtic tribe",Not unique (Shared among 08881153-n 08881944-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08903034-n,https://en-word.net/id/ewn-08903034-n,Hertfordshire,a county in southern England,"a county in southern England, bordered by Bedfordshire to the north, Cambridgeshire to the north-east, Essex to the east, Buckinghamshire to the west and Greater London to the south",Not unique (Shared among 08881256-n 08882807-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08903536-n,https://en-word.net/id/ewn-08903536-n,East_Sussex,a county in southern England on the English Channel,"a county in southern England on the English Channel, bordered by the counties of Kent to the north and east, Surrey to the north west and West Sussex to the west, and to the south by the English Channel",Not unique (Shared among 08883309-n 08883643-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08903870-n,https://en-word.net/id/ewn-08903870-n,West_Sussex,a county in southern England on the English Channel,"a county in southern England on the English Channel,  bordering East Sussex to the east, Hampshire to the west and Surrey to the north and to the south by the English Channel",Not unique (Shared among 08883309-n 08883643-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08905717-n,https://en-word.net/id/ewn-08905717-n,West_Yorkshire,a metropolitan county in northern England,"a metropolitan county in northern England, with the districts Leeds, Wakefield, Kirklees, Calderdale, and Bradford",Not unique (Shared among 08885490-n 08885631-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08905858-n,https://en-word.net/id/ewn-08905858-n,South_Yorkshire,a metropolitan county in northern England,"a metropolitan county in northern England, with the districts Sheffield, Rotherham, Doncaster, and Barnsley",Not unique (Shared among 08885490-n 08885631-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08922286-n,https://en-word.net/id/ewn-08922286-n,Assam,state in northeastern India,"state in northeastern India, with capital Dispur",Not unique (Shared among 08902097-n 08902321-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08922510-n,https://en-word.net/id/ewn-08922510-n,Manipur,state in northeastern India,"state in northeastern India, with capital Imphal",Not unique (Shared among 08902097-n 08902321-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08960709-n,https://en-word.net/id/ewn-08960709-n,"Basse-Normandie, Lower-Normandy",a division of Normandy,the lower division of Normandy,Not unique (Shared among 08940936-n 08942508-n) so OMW team changed it,FALSE,FALSE,TRUE
[DIFF] [DUP],ewn-08962281-n,https://en-word.net/id/ewn-08962281-n,"Haute-Normandie, Upper-Normandy",a division of Normandy,the upper division of Normandy,Not unique (Shared among 08940936-n 08942508-n) so OMW team changed it,FALSE,FALSE,TRUE
[DIFF] [DUP],ewn-08999169-n,https://en-word.net/id/ewn-08999169-n,"Faisalabad, Lyallpur",city in northeast Pakistan,"city in northeast Pakistan, the third largest metropolis in Pakistan",Not unique (Shared among 08976799-n 08977428-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-08999798-n,https://en-word.net/id/ewn-08999798-n,Lahore,city in northeast Pakistan,"city in northeast Pakistan, the second largest metropolitan area in Pakistan",Not unique (Shared among 08976799-n 08977428-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09010586-n,https://en-word.net/id/ewn-09010586-n,Nevis,one of the islands of Saint Christopher-Nevis,"one of the islands of Saint Christopher-Nevis, with capital Charlestown",Not unique (Shared among 08988216-n 08988333-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09010703-n,https://en-word.net/id/ewn-09010703-n,Sombrero,one of the islands of Saint Christopher-Nevis,"one of the islands of Saint Christopher-Nevis, with a land area of 94 acres",Not unique (Shared among 08988216-n 08988333-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09030703-n,https://en-word.net/id/ewn-09030703-n,Kazan,an industrial city in the European part of Russia,"an industrial city in the European part of Russia, it is the capital and largest city of the Republic of Tatarstan, Russia",Not unique (Shared among 09008333-n 09009693-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09031742-n,https://en-word.net/id/ewn-09031742-n,"Perm, Molotov",a city in the European part of Russia,"the administrative center of Perm Krai, Russia, located on the banks of the Kama River in the European part of Russia near the Ural Mountains",Not unique (Shared among 09009372-n 09009978-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09032063-n,https://en-word.net/id/ewn-09032063-n,Saratov,an industrial city in the European part of Russia,"an industrial city in the European part of Russia, and the administrative center of Saratov Oblast, Russia",Not unique (Shared among 09008333-n 09009693-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09032348-n,https://en-word.net/id/ewn-09032348-n,Ufa,a city in the European part of Russia,"the capital city of the Republic of Bashkortostan, Russia",Not unique (Shared among 09009372-n 09009978-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09032823-n,https://en-word.net/id/ewn-09032823-n,Chelyabinsk,a city in the Asian part of Russia,"a city in the Asian part of Russia, named after the fortress of Chelyaba",Not unique (Shared among 09010453-n 09010565-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09032935-n,https://en-word.net/id/ewn-09032935-n,Omsk,a city in the Asian part of Russia,"a city in the Asian part of Russia, Russia's seventh-largest city",Not unique (Shared among 09010453-n 09010565-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09034667-n,https://en-word.net/id/ewn-09034667-n,"Estonia, Esthonia, Republic_of_Estonia",a republic in northeastern Europe on the Baltic Sea,"a republic in northeastern Europe on the Baltic Sea, with capital Tallinn",Not unique (Shared among 09012297-n 09013830-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09036200-n,https://en-word.net/id/ewn-09036200-n,"Lithuania, Republic_of_Lithuania, Lietuva",a republic in northeastern Europe on the Baltic Sea,"a republic in northeastern Europe on the Baltic Sea, with capital Vilnius",Not unique (Shared among 09012297-n 09013830-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09060466-n,https://en-word.net/id/ewn-09060466-n,Ariana,city in Tunisia,coastal city in northeastern Tunisia,Not unique (Shared among 09037991-n 09038079-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09091296-n,https://en-word.net/id/ewn-09091296-n,Connecticut,one of the British colonies that formed the United States,"one of the British colonies that formed the United States, with capital Hartford or Hartford and New Haven",Not unique (Shared among 09068805-n 09070120-n 09076421-n 09093980-n 09095606-n 09111636-n 09112742-n 09118181-n 09126895-n 09134882-n 09137334-n 09138239-n 09149934-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09092353-n,https://en-word.net/id/ewn-09092353-n,"Delaware, Diamond_State, First_State, DE",a Mid-Atlantic state; one of the original 13 colonies,"a Mid-Atlantic state; one of the original 13 colonies, with capital Dover",Not unique (Shared among 09069862-n 09093608-n 09117351-n 09134386-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09092618-n,https://en-word.net/id/ewn-09092618-n,Delaware,one of the British colonies that formed the United States,"one of the British colonies that formed the United States, with capital New Castle",Not unique (Shared among 09068805-n 09070120-n 09076421-n 09093980-n 09095606-n 09111636-n 09112742-n 09118181-n 09126895-n 09134882-n 09137334-n 09138239-n 09149934-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09098932-n,https://en-word.net/id/ewn-09098932-n,Georgia,one of the British colonies that formed the United States,"one of the British colonies that formed the United States, with capital Savannah",Not unique (Shared among 09068805-n 09070120-n 09076421-n 09093980-n 09095606-n 09111636-n 09112742-n 09118181-n 09126895-n 09134882-n 09137334-n 09138239-n 09149934-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09107288-n,https://en-word.net/id/ewn-09107288-n,"Indiana, Hoosier_State, IN",a state in midwestern United States,"a state in midwestern United States, with capital Indianapolis",Not unique (Shared among 09084750-n 09086173-n 09087599-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09108718-n,https://en-word.net/id/ewn-09108718-n,"Iowa, Hawkeye_State, IA",a state in midwestern United States,"a state in midwestern United States, with capital Des Moines",Not unique (Shared among 09084750-n 09086173-n 09087599-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09110150-n,https://en-word.net/id/ewn-09110150-n,"Kansas, Sunflower_State, KS",a state in midwestern United States,"a state in midwestern United States, with capital Topeka",Not unique (Shared among 09084750-n 09086173-n 09087599-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09110859-n,https://en-word.net/id/ewn-09110859-n,Hays,a town in central Kansas,the largest city in northwestern Kansas,Not unique (Shared among 09088301-n 09088718-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09111276-n,https://en-word.net/id/ewn-09111276-n,Salina,a town in central Kansas,"a town in central Kansas, the county seat of Saline county, Kansas",Not unique (Shared among 09088301-n 09088718-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09115069-n,https://en-word.net/id/ewn-09115069-n,"Maine, Pine_Tree_State, ME",a state in New England,a state in New England with capital Augusta,Not unique (Shared among 09092497-n 09147964-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09116186-n,https://en-word.net/id/ewn-09116186-n,"Maryland, Old_Line_State, Free_State, MD",a Mid-Atlantic state; one of the original 13 colonies,"a Mid-Atlantic state; one of the original 13 colonies, with capital Annapolis",Not unique (Shared among 09069862-n 09093608-n 09117351-n 09134386-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09116564-n,https://en-word.net/id/ewn-09116564-n,Maryland,one of the British colonies that formed the United States,"one of the British colonies that formed the United States, with capital Annapolis",Not unique (Shared among 09068805-n 09070120-n 09076421-n 09093980-n 09095606-n 09111636-n 09112742-n 09118181-n 09126895-n 09134882-n 09137334-n 09138239-n 09149934-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09117607-n,https://en-word.net/id/ewn-09117607-n,"Massachusetts, Bay_State, Old_Colony, MA",a state in New England; one of the original 13 colonies,"a state in New England, with capital Boston; one of the original 13 colonies",Not unique (Shared among 09095023-n 09111366-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09118198-n,https://en-word.net/id/ewn-09118198-n,"Massachusetts, Massachusetts_Bay_Colony",one of the British colonies that formed the United States,"one of the British colonies that formed the United States, with capital Salem, Charlestown or Boston",Not unique (Shared among 09068805-n 09070120-n 09076421-n 09093980-n 09095606-n 09111636-n 09112742-n 09118181-n 09126895-n 09134882-n 09137334-n 09138239-n 09149934-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09119495-n,https://en-word.net/id/ewn-09119495-n,Concord,town in eastern Massachusetts near Boston where the first battle of the American Revolution was fought,town in eastern Massachusetts near Boston where the first battle of the American Revolution was fought for the cache of arms stored there,Not unique (Shared among 09096903-n 09097283-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09119875-n,https://en-word.net/id/ewn-09119875-n,Lexington,town in eastern Massachusetts near Boston where the first battle of the American Revolution was fought,town in eastern Massachusetts near Boston where the first battle of the American Revolution was fought and the first shots fired,Not unique (Shared among 09096903-n 09097283-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09122118-n,https://en-word.net/id/ewn-09122118-n,"Michigan, Wolverine_State, Great_Lakes_State, MI",a midwestern state in north central United States in the Great Lakes region,"a midwestern state in north central United States in the Great Lakes region, with capital Lansing",Not unique (Shared among 09099526-n 09130076-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09129015-n,https://en-word.net/id/ewn-09129015-n,Cape_Girardeau,a town in southeast Missouri,"a town in southeast Missouri, the sixteenth largest city in Missouri",Not unique (Shared among 09106393-n 09107305-n) so OMW team changed it,TRUE,FALSE,FALSE
[DIFF] [DUP],ewn-09129927-n,https://en-word.net/id/ewn-09129927-n,Poplar_Bluff,a town in southeast Missouri,"a town in southeast Missouri, the county seat of Butler County",Not unique (Shared among 09106393-n 09107305-n) so OMW team changed it,TRUE,FALSE,FALSE
